k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.286498125361176, 0.3585297358036041, 0.1402778556511021, -0.1449813205003739, 1.4693617281935256, -0.1810734379291535, 0.9843734166213027, -0.1847142088413239, 0.1003173011675644, -0.1588247376680374, 0.1735006325340652, -0.1106108087301254, -0.0193644836881943, -0.0495511102676392, 0.2163069150722218, 0.0143013065494597, 1.4222659813026832, 0.0716812317073345, 1.2481389967813752, 0.1151265692710877, 0.2001579036847496, 0.1396486726403236, 0.2532690362793731, 0.1430705827474594, 0.4208873320377922, 0.1260560718178749, 0.1956275877681732, 0.0918621835112572, 0.1679262503087044, 0.0458559845387936, 0.5558503546471644, -0.0051560993492603, -0.0424309057191525, -0.0537312361598015, -0.0057658556702347, -0.0926647815108299, -0.0163793065783691, -0.1158709037303925, -0.1002952122216949, -0.1191997039318085, -0.0344639603370209, -0.1011183965206146, 0.1801595016478348, -0.0631817239522934, 0.3636491650193214, -0.0102160046994686, 0.1617760713800923, 0.0498596974462271, 0.1313549613410702, 0.1066506919264793, 0.4242972157681084, 0.1484162849187851, 0.2802737002200699, 0.1637837183475494, 0.4250819530453491, 0.1441148561239242, 0.1628052014972572, 0.0865899515151978, 0.1774060771185589, 0.0390496779978275, 0.12070763961977, -0.1002250346541405, -0.0096974634662628, -0.1671276646852493, 0.2017817467276383, -0.1350657451152802]|29414.8828125000000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[4.419297974275322, 0.7238475573062897, 0.3792854925558186, 0.4940366190671921, 0.762777274610762, -0.5640462446212768, 1.7921372315474502, -0.2093217442929745, 0.2076566386357117, 0.4390125316381455, 0.8340241663551712, -0.2213177490234375, 0.5550784989854507, -0.1571774888038635, 0.5999519727504444, -0.3630772466026246, 1.5441920058588432, 0.125492364615202, 1.4740121243610642, 0.1849811342358589, 0.4723337819711113, 0.0278986808657646, 0.8549705939156341, -0.0951804029941559, 0.4575747769332981, 1.2714155879616738, 0.2932655167904854, 1.2935663279891014, -0.496817351967144, -0.1683772648870945, 0.1498856224770594, 0.5030937199294567, -0.3607591074899349, 0.8397554424405098, 0.3727247711417465, -0.3109725150465965, -0.0374885001418304, -0.9148672926425934, 0.4772298670286407, -0.1232204493321478, 0.2747438665157776, -0.1407393771409988, 0.6812271400450516, 0.3452158313989639, 0.5508030557482719, 0.6741253067553044, 0.0385374854907528, -0.5302466801553964, 0.1599547376686802, 0.2477606800198555, 0.9402144573414422, -0.9421493965387344, 0.2103453298039055, 0.5322800767421723, 0.5380009856190491, 0.6372945946455002, 0.4924177248145943, 1.0301469159126282, -0.5204660251420308, -0.2411820064485073, 0.2756564106196785, 0.7945881453156471, 0.1285480148061752, -0.6094738501310348, -0.4830669790681076, -0.1434668102487922]|10089.6035156250000000|      4.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       3|[5.4300095249879075, 1.3771681678295136, 1.027407922403536, 0.1373807829618454, 4.418117469312911, -0.9195337998867035, 1.4531613847800247, -0.5239912639558315, -0.0771130454405975, 0.1876328331232071, 0.6176121883488083, -0.4028433221578598, 0.4069885089656524, -0.2743476885557175, 0.5104228905713749, -0.4287204975448549, 1.4984628343741344, 0.0957159683853388, 1.4564265990718863, 0.1761726862564683, 0.4693447110154474, 0.0282958327839151, 0.8568768102930265, -0.0930882531870157, 0.459052767465592, 1.2719473312422633, 0.2929131866338834, 1.2926994052063674, -0.4976167671345651, -0.1684115763568843, 0.1513349183787528, 0.5066785006597638, -0.3545301110491667, 0.8489320366457105, 0.352940911069253, -0.296019743680954, -0.0202684966114473, -0.8961598104983568, 0.4964061043137779, -0.1047832798399031, 0.2797176254591565, -0.1278212419897318, 0.6893597942872691, 0.3473575522471219, 0.5459711777455389, 0.6616460033506155, 0.018121601979448, -0.5584432031214237, 0.1246185784990063, 0.2064257790148258, 0.8945072203660107, -0.9901640112698078, 0.1624451485402203, 0.4871555683016777, 0.4984004531171131, 0.6058686454594135, 0.471507076185525, 1.0215501910820604, -0.5157340678070057, -0.2231280519813299, 0.3057883299291754, 0.8341440413892269, 0.1733608468338489, -0.5650865319371223, -0.4461679488595199, -0.1221838896349073]|6657.4921875000000000|      8.00000000|[46, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
      99|[3.8307218696599015, 6.408919816368785, -1.253836676473991, -0.9796561140337934, 3.0916690998869347, 1.3043083144057181, 2.0144567333478722, -2.9676782036885805, 0.0190753352257735, 6.2446437098005925, -0.080631721908615, -3.9964604790195226, -2.239256005946671, -3.9172950146377814, -3.94502636410928, 11.46969656968075, -5.816039010129964, 29.80838170797592, -6.751525852601358, 7.761976617072849, -6.552087486984803, -8.145758854552023, -1.55502214034627, 7.398040713365062, -10.142727005448162, -6.7366525698108095, -10.441937258402412, -6.221491072780408, -7.567873242504499, -5.0677256364144405, 54.0540140583384, -5.8891136381023035, -2.837269770357514, -2.192755740652785, -0.9301204016928476, -4.7853574253966045, -0.0612315391017107, -0.4803896773728459, -0.1731559272391678, -0.526364840617868, 0.5771511657993207, -2.7340222419441695, -0.30334491718704, 0.6170132824219257, -0.6487726139132672, 19.977791864355375, -1.9873398722413491, -4.040371072796153, -4.227478317032833, -7.011258726567646, -9.693431142040827, 11.452287620568326, -10.321572732377097, -7.336071788074488, 17.326335031043804, 37.21557499820149, -5.0397299839517125, -5.135071318604228, -7.264026551576018, -6.237352863288396, -3.229361774997645, 1.8186449036753645, -1.7075972609881178, 2.5305602943596357, 1.5896878454166345, 2.068321588011889]|388.2254028320312500|      2.00000000|[5647, 415, 0, 415]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     100|[3.8307218696599015, 6.408919816368785, -1.253836676473991, -0.9796561140337934, 3.0916690998869347, 1.3043083144057181, 2.0144567333478722, -2.9676782036885805, 0.0190753352257735, 6.2446437098005925, -0.080631721908615, -3.9964604790195226, -2.239256005946671, -3.9172950146377814, -3.94502636410928, 11.46969656968075, -5.816039010129964, 29.80838170797592, -6.751525852601358, 7.761976617072849, -6.552087486984803, -8.145758854552023, -1.55502214034627, 7.398040713365062, -10.142727005448162, -6.7366525698108095, -10.441937258402412, -6.221491072780408, -7.567873242504499, -5.0677256364144405, 54.0540140583384, -5.8891136381023035, -2.837269770357514, -2.192755740652785, -0.9301204016928476, -4.7853574253966045, -0.0612315391017107, -0.4803896773728459, -0.1731559272391678, -0.526364840617868, 0.5771511657993207, -2.7340222419441695, -0.30334491718704, 0.6170132824219257, -0.6487726139132672, 19.977791864355375, -1.9873398722413491, -4.040371072796153, -4.227478317032833, -7.011258726567646, -9.693431142040827, 11.452287620568326, -10.321572732377097, -7.336071788074488, 17.326335031043804, 37.21557499820149, -5.0397299839517125, -5.135071318604228, -7.264026551576018, -6.237352863288396, -3.229361774997645, 1.8186449036753645, -1.7075972609881178, 2.5305602943596357, 1.5896878454166345, 2.068321588011889]|388.2254028320312500|      1.00000000|[5727, 421, 0, 421]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     101|[3.68643811304617, 6.474149977320399, -1.2483117915645996, -0.9690142104173054, 3.105645164397578, 1.3204123848754552, 2.03110207918475, -2.9523262525662965, 0.0311892975482471, 6.251599027022174, -0.0806093875090692, -4.004893648704827, -2.2573304476478446, -3.9457975348115695, -3.9843062124464534, 11.419742926448166, -5.876117105774677, 29.739147038767392, -6.828575718920061, 7.678766566013126, -6.63956043988712, -7.202575909300558, -1.644762118659716, 7.310368792707904, -10.226288165118515, -6.814227485994758, -10.511887302557533, -6.282473549700297, -7.576087989106378, -5.108147655031832, 54.02441731795847, -5.908046887739788, -2.846081792752946, -2.1923403007606903, -0.9216797274102372, -4.7703466214586925, -0.0412924480451254, -0.457276625943455, -0.1486561234576584, -0.5022165328771797, 0.5993394735167632, -2.71519645761857, -0.2890099917366554, 0.6260599049739033, -0.6454389058747136, 19.97538507815944, -1.9951137591417443, -4.052755951267646, -4.24337699548461, -7.029298191518207, -9.712050599300602, 11.434728062415173, -10.336479062411234, -7.387575275005812, 17.320638156931913, 37.21564698322284, -5.033848350342179, -5.1240083752276275, -7.249118452960312, -6.220612410790198, -3.213353163229161, 1.8310534675425758, -1.7015592890519515, 2.528147357243758, 1.5782587283554368, 2.0499296156041904]|388.1981506347656250|      2.00000000|[5755, 423, 0, 423]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     102|[3.68643811304617, 6.474149977320399, -1.2483117915645996, -0.9690142104173054, 3.105645164397578, 1.3204123848754552, 2.03110207918475, -2.9523262525662965, 0.0311892975482471, 6.251599027022174, -0.0806093875090692, -4.004893648704827, -2.2573304476478446, -3.9457975348115695, -3.9843062124464534, 11.419742926448166, -5.876117105774677, 29.739147038767392, -6.828575718920061, 7.678766566013126, -6.63956043988712, -7.202575909300558, -1.644762118659716, 7.310368792707904, -10.226288165118515, -6.814227485994758, -10.511887302557533, -6.282473549700297, -7.576087989106378, -5.108147655031832, 54.02441731795847, -5.908046887739788, -2.846081792752946, -2.1923403007606903, -0.9216797274102372, -4.7703466214586925, -0.0412924480451254, -0.457276625943455, -0.1486561234576584, -0.5022165328771797, 0.5993394735167632, -2.71519645761857, -0.2890099917366554, 0.6260599049739033, -0.6454389058747136, 19.97538507815944, -1.9951137591417443, -4.052755951267646, -4.24337699548461, -7.029298191518207, -9.712050599300602, 11.434728062415173, -10.336479062411234, -7.387575275005812, 17.320638156931913, 37.21564698322284, -5.033848350342179, -5.1240083752276275, -7.249118452960312, -6.220612410790198, -3.213353163229161, 1.8310534675425758, -1.7015592890519515, 2.528147357243758, 1.5782587283554368, 2.0499296156041904]|388.1981506347656250|      1.00000000|[5837, 429, 0, 429]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     103|[3.726390190017701, 6.50430797179934, -1.1965782381550232, -0.9818558476636161, 3.094962466989677, 1.3129222156185296, 2.0274819584880266, -2.9517764211968704, 0.0358359718124694, 6.259921809836677, -0.0693375587235305, -3.991653334616065, -2.2432952581235517, -3.932269525866283, -3.9726501488376282, 11.42816383713442, -5.8722324189190775, 29.737311648307646, -6.837149715754518, 7.662640778963594, -6.6638147190982835, -7.2352771557409685, -1.6859583978874497, 7.260902443523391, -10.28353321101886, -6.878508800606193, -10.582234797934596, -6.357720010436095, -7.654905751540861, -5.189090241096171, 54.982802964301705, -5.988653534575592, -2.9242248976637963, -2.266568393788759, -0.99065897581474, -4.832904013281031, -0.0964543712152151, -0.5043015353503554, -0.1870602119250179, -0.5317913014949289, 0.5785185894827256, -2.7276218244076724, -0.2936700253575494, 0.6282846397254109, -0.637428633006736, 19.987904611905385, -1.9794874534274947, -4.035492605847286, -4.225947936113258, -7.013105926663299, -9.698356000961104, 11.444878120610168, -10.330637923638568, -7.38646424838532, 17.322093840775146, 37.20763095012474, -5.045409505661393, -5.1378856040613625, -7.264113764347195, -6.2341520389159255, -3.2239153288694555, 1.8252271544939747, -1.7013309279271966, 2.5349253404025847, 1.5907744427475028, 2.0654691946976467]|388.1965637207031250|      2.00000000|[5866, 431, 0, 431]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     104|[3.726390190017701, 6.50430797179934, -1.1965782381550232, -0.9818558476636161, 3.094962466989677, 1.3129222156185296, 2.0274819584880266, -2.9517764211968704, 0.0358359718124694, 6.259921809836677, -0.0693375587235305, -3.991653334616065, -2.2432952581235517, -3.932269525866283, -3.9726501488376282, 11.42816383713442, -5.8722324189190775, 29.737311648307646, -6.837149715754518, 7.662640778963594, -6.6638147190982835, -7.2352771557409685, -1.6859583978874497, 7.260902443523391, -10.28353321101886, -6.878508800606193, -10.582234797934596, -6.357720010436095, -7.654905751540861, -5.189090241096171, 54.982802964301705, -5.988653534575592, -2.9242248976637963, -2.266568393788759, -0.99065897581474, -4.832904013281031, -0.0964543712152151, -0.5043015353503554, -0.1870602119250179, -0.5317913014949289, 0.5785185894827256, -2.7276218244076724, -0.2936700253575494, 0.6282846397254109, -0.637428633006736, 19.987904611905385, -1.9794874534274947, -4.035492605847286, -4.225947936113258, -7.013105926663299, -9.698356000961104, 11.444878120610168, -10.330637923638568, -7.38646424838532, 17.322093840775146, 37.20763095012474, -5.045409505661393, -5.1378856040613625, -7.264113764347195, -6.2341520389159255, -3.2239153288694555, 1.8252271544939747, -1.7013309279271966, 2.5349253404025847, 1.5907744427475028, 2.0654691946976467]|388.1965637207031250|      1.00000000|[5946, 437, 0, 437]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     105|[3.643968037856103, 6.45215848600265, -1.281845908607618, -0.9595224063614358, 3.112677764629047, 1.3237234657335666, 2.0295570723098013, -2.9597023609430715, 0.0171863378386325, 6.230362698614052, -0.1094941206048343, -4.041654058067441, -2.3020143194386113, -3.9982847321436537, -4.044322558610501, 11.352610211312353, -5.949831109905711, 30.696945535121763, -6.913441276881227, 7.589492081348924, -6.732385459619238, -7.298052216275446, -1.666374328858953, 7.2123769536566575, -10.324134792353927, -6.911009533296289, -10.60671318502218, -6.374491433135189, -7.664497211768827, -5.192209546338024, 54.98530235143557, -5.98149635225464, -2.913438251618052, -2.2532075581769386, -0.97576645915703, -4.81747184548275, -0.0813895282162336, -0.4903955649706452, -0.1749639959542037, -0.5219957531006065, 0.5856952201473424, -2.7232040757515485, -0.2919746011556511, 0.6274615829926409, -0.6404156352621311, 19.98323529532673, -1.9852603616456996, -4.041728852634297, -4.231985739945699, -7.018305022828897, -9.702142054935285, 11.442969704099609, -10.330354775877202, -7.383861752899403, 17.32693019424851, 37.214386820891676, -5.037277816269363, -5.129132747657773, -7.25566385320729, -6.227029593995684, -3.17122831348502, 1.826764079002375, -1.7035903316272056, 2.528860161274385, 1.5817316712143712, 2.055461043985991]|387.9403686523437500|      2.00000000|[5961, 438, 0, 438]                                                        | | GPS sucess | actual_k=1
     106|[3.643968037856103, 6.45215848600265, -1.281845908607618, -0.9595224063614358, 3.112677764629047, 1.3237234657335666, 2.0295570723098013, -2.9597023609430715, 0.0171863378386325, 6.230362698614052, -0.1094941206048343, -4.041654058067441, -2.3020143194386113, -3.9982847321436537, -4.044322558610501, 11.352610211312353, -5.949831109905711, 30.696945535121763, -6.913441276881227, 7.589492081348924, -6.732385459619238, -7.298052216275446, -1.666374328858953, 7.2123769536566575, -10.324134792353927, -6.911009533296289, -10.60671318502218, -6.374491433135189, -7.664497211768827, -5.192209546338024, 54.98530235143557, -5.98149635225464, -2.913438251618052, -2.2532075581769386, -0.97576645915703, -4.81747184548275, -0.0813895282162336, -0.4903955649706452, -0.1749639959542037, -0.5219957531006065, 0.5856952201473424, -2.7232040757515485, -0.2919746011556511, 0.6274615829926409, -0.6404156352621311, 19.98323529532673, -1.9852603616456996, -4.041728852634297, -4.231985739945699, -7.018305022828897, -9.702142054935285, 11.442969704099609, -10.330354775877202, -7.383861752899403, 17.32693019424851, 37.214386820891676, -5.037277816269363, -5.129132747657773, -7.25566385320729, -6.227029593995684, -3.17122831348502, 1.826764079002375, -1.7035903316272056, 2.528860161274385, 1.5817316712143712, 2.055461043985991]|387.9403686523437500|      1.00000000|[6042, 444, 0, 444]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     107|[3.6986251320366867, 6.430595132985678, -1.285941903009341, -0.961483093467911, 3.109978104724582, 1.320563443301582, 2.0262788694668803, -2.962734871577583, 0.0147457516181595, 6.22880868678113, -0.1099451326246008, -4.040882110047467, -2.3000053411611665, -3.995131312090231, -4.040216687067213, 11.357391423970043, -5.944716758506468, 30.70201003002962, -6.908823443348834, 7.593280673409952, -6.72976698985569, -7.29687766635403, -1.6668285253907442, 7.210215324158653, -10.327964968433573, -6.916346870793911, -10.613275884585981, -6.381886598641939, -7.6722373219277475, -5.199735710281136, 54.97859102629304, -5.9867844702855155, -2.916725784683356, -2.2539890460832903, -0.9736500744738531, -4.812220029008849, -0.0729565513147024, -0.4789599426212637, -0.2166045495776416, -0.5061038099736896, 0.6025058179992149, -2.706699052286988, -0.2772376414449339, 0.638768434163598, -0.634345423266738, 19.982189355348517, -1.9952875513847481, -4.062486078907715, -4.264991357504655, -6.993464038335403, -9.762658613522836, 11.368277752824737, -10.418576661141122, -7.484146001489872, 17.216943285514667, 38.15877461443263, -5.155936917695964, -5.245079010732648, -7.363340716877639, -6.320599334648722, -3.2450269923003847, 1.7776006629743522, -1.7248831223977363, 2.5359764115025216, 1.6137516924443536, 2.1031667613708063]|387.8618164062500000|      2.00000000|[6057, 445, 0, 445]                                                        | | GPS sucess | actual_k=1
     108|[3.6986251320366867, 6.430595132985678, -1.285941903009341, -0.961483093467911, 3.109978104724582, 1.320563443301582, 2.0262788694668803, -2.962734871577583, 0.0147457516181595, 6.22880868678113, -0.1099451326246008, -4.040882110047467, -2.3000053411611665, -3.995131312090231, -4.040216687067213, 11.357391423970043, -5.944716758506468, 30.70201003002962, -6.908823443348834, 7.593280673409952, -6.72976698985569, -7.29687766635403, -1.6668285253907442, 7.210215324158653, -10.327964968433573, -6.916346870793911, -10.613275884585981, -6.381886598641939, -7.6722373219277475, -5.199735710281136, 54.97859102629304, -5.9867844702855155, -2.916725784683356, -2.2539890460832903, -0.9736500744738531, -4.812220029008849, -0.0729565513147024, -0.4789599426212637, -0.2166045495776416, -0.5061038099736896, 0.6025058179992149, -2.706699052286988, -0.2772376414449339, 0.638768434163598, -0.634345423266738, 19.982189355348517, -1.9952875513847481, -4.062486078907715, -4.264991357504655, -6.993464038335403, -9.762658613522836, 11.368277752824737, -10.418576661141122, -7.484146001489872, 17.216943285514667, 38.15877461443263, -5.155936917695964, -5.245079010732648, -7.363340716877639, -6.320599334648722, -3.2450269923003847, 1.7776006629743522, -1.7248831223977363, 2.5359764115025216, 1.6137516924443536, 2.1031667613708063]|387.8618164062500000|      1.00000000|[6138, 451, 0, 451]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     109|[3.6986251320366867, 6.430595132985678, -1.285941903009341, -0.961483093467911, 3.109978104724582, 1.320563443301582, 2.0262788694668803, -2.962734871577583, 0.0147457516181595, 6.22880868678113, -0.1099451326246008, -4.040882110047467, -2.3000053411611665, -3.995131312090231, -4.040216687067213, 11.357391423970043, -5.944716758506468, 30.70201003002962, -6.908823443348834, 7.593280673409952, -6.72976698985569, -7.29687766635403, -1.6668285253907442, 7.210215324158653, -10.327964968433573, -6.916346870793911, -10.613275884585981, -6.381886598641939, -7.6722373219277475, -5.199735710281136, 54.97859102629304, -5.9867844702855155, -2.916725784683356, -2.2539890460832903, -0.9736500744738531, -4.812220029008849, -0.0729565513147024, -0.4789599426212637, -0.2166045495776416, -0.5061038099736896, 0.6025058179992149, -2.706699052286988, -0.2772376414449339, 0.638768434163598, -0.634345423266738, 19.982189355348517, -1.9952875513847481, -4.062486078907715, -4.264991357504655, -6.993464038335403, -9.762658613522836, 11.368277752824737, -10.418576661141122, -7.484146001489872, 17.216943285514667, 38.15877461443263, -5.155936917695964, -5.245079010732648, -7.363340716877639, -6.320599334648722, -3.2450269923003847, 1.7776006629743522, -1.7248831223977363, 2.5359764115025216, 1.6137516924443536, 2.1031667613708063]|387.8618164062500000|      0.50000000|[6218, 457, 0, 457]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
